location,db_band,goal,bpm_min,bpm_max,energy_min,energy_max,mood,genre_primary,genre_secondary,vocal,playlist_seed,notes,search_query,search_url
outdoor,0-35,active,105,115,0.6,0.75,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal chill energetic workout music 105-115 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/pop%20edm%20vocal%20chill%20energetic%20workout%20music%20105-115%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,36-50,active,108,118,0.63,0.78,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal chill intense workout music 108-118 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/pop%20edm%20vocal%20chill%20intense%20workout%20music%20108-118%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,51-65,active,110,120,0.65,0.8,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal chill intense workout music 110-120 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/pop%20edm%20vocal%20chill%20intense%20workout%20music%20110-120%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,66-80,active,120,130,0.75,0.9,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal chill intense workout music 120-130 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/pop%20edm%20vocal%20chill%20intense%20workout%20music%20120-130%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,81-100,active,105,115,0.6,0.75,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal chill energetic workout music 105-115 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/pop%20edm%20vocal%20chill%20energetic%20workout%20music%20105-115%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,0-35,focus,70,85,0.35,0.5,chill,lo-fi,instrumental hiphop,instrumental,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental chill mellow for focus 70-85 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20chill%20mellow%20for%20focus%2070-85%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,36-50,focus,73,88,0.38,0.53,chill,lo-fi,instrumental hiphop,instrumental,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental chill mellow for focus 73-88 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20chill%20mellow%20for%20focus%2073-88%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,51-65,focus,75,90,0.4,0.55,chill,lo-fi,instrumental hiphop,instrumental,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental chill mellow for focus 75-90 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20chill%20mellow%20for%20focus%2075-90%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,66-80,focus,85,100,0.5,0.65,chill,lo-fi,instrumental hiphop,light-vocal,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop chill energetic for focus 85-100 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20chill%20energetic%20for%20focus%2085-100%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,81-100,focus,70,85,0.35,0.5,chill,lo-fi,instrumental hiphop,instrumental,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental chill mellow for focus 70-85 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20chill%20mellow%20for%20focus%2070-85%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,0-35,relax,55,70,0.25,0.4,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill mellow to relax 55-70 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/jazz%20acoustic%20chill%20mellow%20to%20relax%2055-70%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,36-50,relax,58,73,0.28,0.43,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill mellow to relax 58-73 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/jazz%20acoustic%20chill%20mellow%20to%20relax%2058-73%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,51-65,relax,60,75,0.3,0.45,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill mellow to relax 60-75 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/jazz%20acoustic%20chill%20mellow%20to%20relax%2060-75%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,66-80,relax,70,85,0.4,0.55,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill mellow to relax 70-85 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/jazz%20acoustic%20chill%20mellow%20to%20relax%2070-85%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,81-100,relax,55,70,0.25,0.4,chill,jazz,acoustic,instrumental,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic instrumental chill mellow to relax 55-70 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/jazz%20acoustic%20instrumental%20chill%20mellow%20to%20relax%2055-70%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,0-35,reading,53,60,0.25,0.3,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental chill soft study music 53-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/piano%20classical%20instrumental%20chill%20soft%20study%20music%2053-60%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,36-50,reading,56,63,0.28,0.33,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental chill mellow study music 56-63 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/piano%20classical%20instrumental%20chill%20mellow%20study%20music%2056-63%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,51-65,reading,58,65,0.3,0.35,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental chill mellow study music 58-65 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/piano%20classical%20instrumental%20chill%20mellow%20study%20music%2058-65%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,66-80,reading,68,75,0.4,0.45,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental chill mellow study music 68-75 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/piano%20classical%20instrumental%20chill%20mellow%20study%20music%2068-75%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,81-100,reading,53,60,0.25,0.3,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental chill soft study music 53-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/piano%20classical%20instrumental%20chill%20soft%20study%20music%2053-60%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,0-35,neutral,55,57,0.27,0.29,chill,ambient,acoustic,mixed,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic chill soft background music 55-57 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20acoustic%20chill%20soft%20background%20music%2055-57%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,36-50,neutral,58,60,0.3,0.32,chill,ambient,acoustic,mixed,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic chill mellow background music 58-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20acoustic%20chill%20mellow%20background%20music%2058-60%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,51-65,neutral,60,62,0.32,0.34,chill,ambient,acoustic,mixed,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic chill mellow background music 60-62 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20acoustic%20chill%20mellow%20background%20music%2060-62%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,66-80,neutral,70,72,0.42,0.44,chill,ambient,acoustic,mixed,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic chill mellow background music 70-72 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20acoustic%20chill%20mellow%20background%20music%2070-72%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,81-100,neutral,55,57,0.27,0.29,chill,ambient,acoustic,instrumental,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic instrumental chill soft background music 55-57 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20acoustic%20instrumental%20chill%20soft%20background%20music%2055-57%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,0-35,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,no-vocal,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural chill soft meditation music 55-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20drone%20binaural%20chill%20soft%20meditation%20music%2055-60%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,36-50,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,no-vocal,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural chill soft meditation music 55-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20drone%20binaural%20chill%20soft%20meditation%20music%2055-60%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,51-65,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,no-vocal,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural chill soft meditation music 55-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20drone%20binaural%20chill%20soft%20meditation%20music%2055-60%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,66-80,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,no-vocal,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural chill soft meditation music 55-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20drone%20binaural%20chill%20soft%20meditation%20music%2055-60%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,81-100,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,no-vocal,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural chill soft meditation music 55-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20drone%20binaural%20chill%20soft%20meditation%20music%2055-60%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,0-35,sleep,55,55,0.2,0.22,chill,ambient,white noise,no-vocal,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise chill soft sleep sounds 55 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20white%20noise%20chill%20soft%20sleep%20sounds%2055%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,36-50,sleep,55,55,0.2,0.22,chill,ambient,white noise,no-vocal,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise chill soft sleep sounds 55 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20white%20noise%20chill%20soft%20sleep%20sounds%2055%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,51-65,sleep,55,55,0.2,0.22,chill,ambient,white noise,no-vocal,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise chill soft sleep sounds 55 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20white%20noise%20chill%20soft%20sleep%20sounds%2055%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,66-80,sleep,55,55,0.2,0.22,chill,ambient,white noise,no-vocal,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise chill soft sleep sounds 55 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20white%20noise%20chill%20soft%20sleep%20sounds%2055%20bpm%20-live%20-remix%20-karaoke%20-cover
outdoor,81-100,sleep,55,55,0.2,0.22,chill,ambient,white noise,no-vocal,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise chill soft sleep sounds 55 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20white%20noise%20chill%20soft%20sleep%20sounds%2055%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,0-35,active,105,115,0.6,0.75,energetic,pop,edm,light-vocal,Energetic Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm energetic workout music 105-115 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/pop%20edm%20energetic%20workout%20music%20105-115%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,36-50,active,108,118,0.63,0.78,energetic,pop,edm,light-vocal,Energetic Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm energetic intense workout music 108-118 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/pop%20edm%20energetic%20intense%20workout%20music%20108-118%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,51-65,active,110,120,0.65,0.8,energetic,pop,edm,light-vocal,Energetic Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm energetic intense workout music 110-120 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/pop%20edm%20energetic%20intense%20workout%20music%20110-120%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,66-80,active,120,130,0.75,0.9,energetic,pop,edm,light-vocal,Energetic Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm energetic intense workout music 120-130 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/pop%20edm%20energetic%20intense%20workout%20music%20120-130%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,81-100,active,105,115,0.6,0.75,energetic,pop,edm,light-vocal,Energetic Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm energetic workout music 105-115 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/pop%20edm%20energetic%20workout%20music%20105-115%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,0-35,focus,70,85,0.35,0.5,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental calm mellow for focus 70-85 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20calm%20mellow%20for%20focus%2070-85%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,36-50,focus,73,88,0.38,0.53,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental calm mellow for focus 73-88 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20calm%20mellow%20for%20focus%2073-88%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,51-65,focus,75,90,0.4,0.55,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental calm mellow for focus 75-90 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20calm%20mellow%20for%20focus%2075-90%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,66-80,focus,85,100,0.5,0.65,calm,lo-fi,instrumental hiphop,light-vocal,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop calm energetic for focus 85-100 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20calm%20energetic%20for%20focus%2085-100%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,81-100,focus,70,85,0.35,0.5,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental calm mellow for focus 70-85 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20calm%20mellow%20for%20focus%2070-85%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,0-35,relax,55,70,0.25,0.4,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill mellow to relax 55-70 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/jazz%20acoustic%20chill%20mellow%20to%20relax%2055-70%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,36-50,relax,58,73,0.28,0.43,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill mellow to relax 58-73 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/jazz%20acoustic%20chill%20mellow%20to%20relax%2058-73%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,51-65,relax,60,75,0.3,0.45,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill mellow to relax 60-75 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/jazz%20acoustic%20chill%20mellow%20to%20relax%2060-75%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,66-80,relax,70,85,0.4,0.55,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill mellow to relax 70-85 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/jazz%20acoustic%20chill%20mellow%20to%20relax%2070-85%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,81-100,relax,55,70,0.25,0.4,chill,jazz,acoustic,instrumental,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic instrumental chill mellow to relax 55-70 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/jazz%20acoustic%20instrumental%20chill%20mellow%20to%20relax%2055-70%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,0-35,reading,53,60,0.25,0.3,soft,piano,classical,instrumental,Soft Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental soft study music 53-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/piano%20classical%20instrumental%20soft%20study%20music%2053-60%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,36-50,reading,56,63,0.28,0.33,soft,piano,classical,instrumental,Soft Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental soft mellow study music 56-63 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/piano%20classical%20instrumental%20soft%20mellow%20study%20music%2056-63%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,51-65,reading,58,65,0.3,0.35,soft,piano,classical,instrumental,Soft Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental soft mellow study music 58-65 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/piano%20classical%20instrumental%20soft%20mellow%20study%20music%2058-65%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,66-80,reading,68,75,0.4,0.45,soft,piano,classical,instrumental,Soft Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental soft mellow study music 68-75 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/piano%20classical%20instrumental%20soft%20mellow%20study%20music%2068-75%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,81-100,reading,53,60,0.25,0.3,soft,piano,classical,instrumental,Soft Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental soft study music 53-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/piano%20classical%20instrumental%20soft%20study%20music%2053-60%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,0-35,neutral,55,57,0.27,0.29,neutral,ambient,acoustic,light-vocal,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic neutral soft background music 55-57 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20acoustic%20neutral%20soft%20background%20music%2055-57%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,36-50,neutral,58,60,0.3,0.32,neutral,ambient,acoustic,light-vocal,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic neutral mellow background music 58-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20acoustic%20neutral%20mellow%20background%20music%2058-60%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,51-65,neutral,60,62,0.32,0.34,neutral,ambient,acoustic,light-vocal,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic neutral mellow background music 60-62 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20acoustic%20neutral%20mellow%20background%20music%2060-62%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,66-80,neutral,70,72,0.42,0.44,neutral,ambient,acoustic,light-vocal,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic neutral mellow background music 70-72 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20acoustic%20neutral%20mellow%20background%20music%2070-72%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,81-100,neutral,55,57,0.27,0.29,neutral,ambient,acoustic,instrumental,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic instrumental neutral soft background music 55-57 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20acoustic%20instrumental%20neutral%20soft%20background%20music%2055-57%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,0-35,meditate,55,60,0.25,0.32,noise-masking,ambient drone,binaural,no-vocal,Noise-Masking Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural noise-masking soft meditation music 55-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20drone%20binaural%20noise-masking%20soft%20meditation%20music%2055-60%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,36-50,meditate,55,60,0.25,0.32,noise-masking,ambient drone,binaural,no-vocal,Noise-Masking Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural noise-masking soft meditation music 55-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20drone%20binaural%20noise-masking%20soft%20meditation%20music%2055-60%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,51-65,meditate,55,60,0.25,0.32,noise-masking,ambient drone,binaural,no-vocal,Noise-Masking Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural noise-masking soft meditation music 55-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20drone%20binaural%20noise-masking%20soft%20meditation%20music%2055-60%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,66-80,meditate,55,60,0.25,0.32,noise-masking,ambient drone,binaural,no-vocal,Noise-Masking Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural noise-masking soft meditation music 55-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20drone%20binaural%20noise-masking%20soft%20meditation%20music%2055-60%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,81-100,meditate,55,60,0.25,0.32,noise-masking,ambient drone,binaural,no-vocal,Noise-Masking Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural noise-masking soft meditation music 55-60 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20drone%20binaural%20noise-masking%20soft%20meditation%20music%2055-60%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,0-35,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise soothing soft sleep sounds 55 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20white%20noise%20soothing%20soft%20sleep%20sounds%2055%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,36-50,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise soothing soft sleep sounds 55 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20white%20noise%20soothing%20soft%20sleep%20sounds%2055%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,51-65,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise soothing soft sleep sounds 55 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20white%20noise%20soothing%20soft%20sleep%20sounds%2055%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,66-80,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise soothing soft sleep sounds 55 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20white%20noise%20soothing%20soft%20sleep%20sounds%2055%20bpm%20-live%20-remix%20-karaoke%20-cover
subway,81-100,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise soothing soft sleep sounds 55 bpm -live -remix -karaoke -cover,https://open.spotify.com/search/ambient%20white%20noise%20soothing%20soft%20sleep%20sounds%2055%20bpm%20-live%20-remix%20-karaoke%20-cover
