location,db_band,goal,bpm_min,bpm_max,energy_min,energy_max,mood,genre_primary,genre_secondary,vocal,playlist_seed,notes
office,81-100,sleep,55,55,0.2,0.22,focus,ambient,white noise,no-vocal,Focus Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,0-35,active,105,115,0.6,0.75,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,36-50,active,108,118,0.63,0.78,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,51-65,active,110,120,0.65,0.8,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,66-80,active,120,130,0.75,0.9,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,81-100,active,105,115,0.6,0.75,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,0-35,focus,70,85,0.35,0.5,chill,lo-fi,instrumental hiphop,light-vocal,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,36-50,focus,73,88,0.38,0.53,chill,lo-fi,instrumental hiphop,light-vocal,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,51-65,focus,75,90,0.4,0.55,chill,lo-fi,instrumental hiphop,light-vocal,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,66-80,focus,85,100,0.5,0.65,chill,lo-fi,instrumental hiphop,light-vocal,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,81-100,focus,70,85,0.35,0.5,chill,lo-fi,instrumental hiphop,instrumental,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,0-35,relax,55,70,0.25,0.4,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,36-50,relax,58,73,0.28,0.43,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,51-65,relax,60,75,0.3,0.45,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,66-80,relax,70,85,0.4,0.55,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,81-100,relax,55,70,0.25,0.4,chill,jazz,acoustic,instrumental,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,0-35,reading,53,60,0.25,0.3,chill,piano,classical,light-vocal,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,36-50,reading,56,63,0.28,0.33,chill,piano,classical,light-vocal,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,51-65,reading,58,65,0.3,0.35,chill,piano,classical,light-vocal,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,66-80,reading,68,75,0.4,0.45,chill,piano,classical,light-vocal,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,81-100,reading,53,60,0.25,0.3,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,0-35,neutral,55,57,0.27,0.29,chill,ambient,acoustic,light-vocal,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,36-50,neutral,58,60,0.3,0.32,chill,ambient,acoustic,light-vocal,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,51-65,neutral,60,62,0.32,0.34,chill,ambient,acoustic,light-vocal,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,66-80,neutral,70,72,0.42,0.44,chill,ambient,acoustic,light-vocal,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,81-100,neutral,55,57,0.27,0.29,chill,ambient,acoustic,instrumental,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,0-35,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,instrumental,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,36-50,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,instrumental,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,51-65,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,instrumental,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,66-80,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,instrumental,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,81-100,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,instrumental,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,0-35,sleep,55,55,0.2,0.22,chill,ambient,white noise,instrumental,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,36-50,sleep,55,55,0.2,0.22,chill,ambient,white noise,instrumental,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,51-65,sleep,55,55,0.2,0.22,chill,ambient,white noise,instrumental,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,66-80,sleep,55,55,0.2,0.22,chill,ambient,white noise,instrumental,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
cafe,81-100,sleep,55,55,0.2,0.22,chill,ambient,white noise,instrumental,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,0-35,active,105,115,0.6,0.75,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,36-50,active,108,118,0.63,0.78,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,51-65,active,110,120,0.65,0.8,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,66-80,active,120,130,0.75,0.9,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,81-100,active,105,115,0.6,0.75,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,0-35,focus,70,85,0.35,0.5,chill,lo-fi,instrumental hiphop,instrumental,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,36-50,focus,73,88,0.38,0.53,chill,lo-fi,instrumental hiphop,instrumental,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,51-65,focus,75,90,0.4,0.55,chill,lo-fi,instrumental hiphop,instrumental,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,66-80,focus,85,100,0.5,0.65,chill,lo-fi,instrumental hiphop,light-vocal,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,81-100,focus,70,85,0.35,0.5,chill,lo-fi,instrumental hiphop,instrumental,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,0-35,relax,55,70,0.25,0.4,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,36-50,relax,58,73,0.28,0.43,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,51-65,relax,60,75,0.3,0.45,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,66-80,relax,70,85,0.4,0.55,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,81-100,relax,55,70,0.25,0.4,chill,jazz,acoustic,instrumental,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,0-35,reading,53,60,0.25,0.3,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,36-50,reading,56,63,0.28,0.33,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,51-65,reading,58,65,0.3,0.35,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,66-80,reading,68,75,0.4,0.45,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,81-100,reading,53,60,0.25,0.3,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,0-35,neutral,55,57,0.27,0.29,chill,ambient,acoustic,mixed,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,36-50,neutral,58,60,0.3,0.32,chill,ambient,acoustic,mixed,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,51-65,neutral,60,62,0.32,0.34,chill,ambient,acoustic,mixed,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,66-80,neutral,70,72,0.42,0.44,chill,ambient,acoustic,mixed,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,81-100,neutral,55,57,0.27,0.29,chill,ambient,acoustic,instrumental,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,0-35,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,no-vocal,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,36-50,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,no-vocal,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,51-65,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,no-vocal,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,66-80,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,no-vocal,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,81-100,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,no-vocal,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,0-35,sleep,55,55,0.2,0.22,chill,ambient,white noise,no-vocal,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,36-50,sleep,55,55,0.2,0.22,chill,ambient,white noise,no-vocal,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,51-65,sleep,55,55,0.2,0.22,chill,ambient,white noise,no-vocal,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,66-80,sleep,55,55,0.2,0.22,chill,ambient,white noise,no-vocal,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
outdoor,81-100,sleep,55,55,0.2,0.22,chill,ambient,white noise,no-vocal,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,0-35,active,105,115,0.6,0.75,energetic,pop,edm,light-vocal,Energetic Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,36-50,active,108,118,0.63,0.78,energetic,pop,edm,light-vocal,Energetic Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,51-65,active,110,120,0.65,0.8,energetic,pop,edm,light-vocal,Energetic Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,66-80,active,120,130,0.75,0.9,energetic,pop,edm,light-vocal,Energetic Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,81-100,active,105,115,0.6,0.75,energetic,pop,edm,light-vocal,Energetic Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,0-35,focus,70,85,0.35,0.5,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,36-50,focus,73,88,0.38,0.53,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,51-65,focus,75,90,0.4,0.55,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,66-80,focus,85,100,0.5,0.65,calm,lo-fi,instrumental hiphop,light-vocal,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,81-100,focus,70,85,0.35,0.5,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,0-35,relax,55,70,0.25,0.4,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,36-50,relax,58,73,0.28,0.43,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,51-65,relax,60,75,0.3,0.45,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,66-80,relax,70,85,0.4,0.55,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,81-100,relax,55,70,0.25,0.4,chill,jazz,acoustic,instrumental,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,0-35,reading,53,60,0.25,0.3,soft,piano,classical,instrumental,Soft Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,36-50,reading,56,63,0.28,0.33,soft,piano,classical,instrumental,Soft Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,51-65,reading,58,65,0.3,0.35,soft,piano,classical,instrumental,Soft Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,66-80,reading,68,75,0.4,0.45,soft,piano,classical,instrumental,Soft Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,81-100,reading,53,60,0.25,0.3,soft,piano,classical,instrumental,Soft Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,0-35,neutral,55,57,0.27,0.29,neutral,ambient,acoustic,light-vocal,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,36-50,neutral,58,60,0.3,0.32,neutral,ambient,acoustic,light-vocal,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,51-65,neutral,60,62,0.32,0.34,neutral,ambient,acoustic,light-vocal,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,66-80,neutral,70,72,0.42,0.44,neutral,ambient,acoustic,light-vocal,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,81-100,neutral,55,57,0.27,0.29,neutral,ambient,acoustic,instrumental,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,0-35,meditate,55,60,0.25,0.32,noise-masking,ambient drone,binaural,no-vocal,Noise-Masking Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,36-50,meditate,55,60,0.25,0.32,noise-masking,ambient drone,binaural,no-vocal,Noise-Masking Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,51-65,meditate,55,60,0.25,0.32,noise-masking,ambient drone,binaural,no-vocal,Noise-Masking Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,66-80,meditate,55,60,0.25,0.32,noise-masking,ambient drone,binaural,no-vocal,Noise-Masking Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,81-100,meditate,55,60,0.25,0.32,noise-masking,ambient drone,binaural,no-vocal,Noise-Masking Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,0-35,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,36-50,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,51-65,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,66-80,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
subway,81-100,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag
